cluster_name,theory_id,theory_name,paper_title,doi
"Rate of Living Theory",T003477,"Stress hypothesis of ageing","Consequences of artificial selection on pre-adult development for adult lifespan under benign conditions in the butterfly Bicyclus anynana.",10.1016/j.mad.2006.07.006
"Rate of Living Theory",T003583,"Rate-of-Living Hypothesis","Metabolic rate is negatively linked to adult survival but does not explain latitudinal differences in songbirds.",10.1111/ele.13464
"Rate of Living Theory",T005630,"Rate of Living Theory","Testing the "rate of living" model: further evidence that longevity and metabolic rate are not inversely correlated in Drosophila melanogaster.",10.1152/japplphysiol.00505.2004
"Rate of Living Theory",T005825,"Rate of Living Theory","Spontaneous locomotor activity and life span. A test of the rate of living theory in Drosophila melanogaster.",10.1159/000212660
"Rate of Living Theory",T006326,"Constant Number of Respiration Cycles Theory of Aging","On the causal connection in lifespan correlations and the possible existence of a 'number of life' at molecular level.",10.1038/s41598-024-82671-6
"Rate of Living Theory",T006706,"Rate of Living Theory","The rate of living theory revisited.",10.1159/000212998
"Rate of Living Theory",T007137,"Organ metabolic rate rate-of-living theory","Organ metabolic rates and aging: two hypotheses.",10.1054/mehy.1997.0619
"Rate of Living Theory",T007302,"Rate-of-Living Theory of Senescence","FRAR course on laboratory approaches to aging. The comparative perspective and choice of animal models in aging research.",10.1007/BF03324171
"Rate of Living Theory",T007783,"Rate of Living Theory","Metabolic mass; metabolic rate; caloric restriction; and aging in male Fischer 344 rats.",10.1016/s0047-6374(99)00094-9
"Rate of Living Theory",T007981,"Rate-of-Living Theory (Revised Stem Cell Replication Limit Model)","Stem cells and the rate of living.",10.1016/j.stem.2007.05.004
"Rate of Living Theory",T009236,"Pearl's Rate of Living Theory","Hypergravity and ageing in Drosophila melanogaster. 1. Fecundity.",10.1159/000213032
"Rate of Living Theory",T009367,"Rate of Living and Oxidative Damage Theory of Aging","Apparent uncoupling of energy production and consumption in long-lived Clk mutants of Caenorhabditis elegans.",10.1016/s0960-9822(99)80216-4
"Rate of Living Theory",T009678,"Rate of Living Theory","The rate of living theory. Spontaneous locomotor activity; aging and longevity in Drosophila melanogaster.",10.1016/0531-5565(87)90034-9
"Rate of Living Theory",T010583,"Stress Theory of Aging","From the stress theory of aging to energetic and evolutionary expectations for longevity.",10.1023/a:1023308122587
"Rate of Living Theory",T010929,"Rate-of-Living Theory","Effect of basal metabolic rate on lifespan: a sex-specific Mendelian randomization study.",10.1038/s41598-023-34410-6
"Rate of Living Theory",T011305,"Rate of Living-Free Radical Theory","Energy budget; oxidative stress and antioxidant in striped hamster acclimated to moderate cold and warm temperatures.",10.1016/j.jtherbio.2014.06.005
"Rate of Living Theory",T011312,"Rate of Living and Free-Radical Damage Theories of Aging","Low resting metabolic rate is associated with greater lifespan because of a confounding effect of body fatness.",10.1007/s11357-014-9731-3
"Rate of Living Theory",T011396,"Rate-of-living/oxidative damage theory of aging","Testing the rate-of-living/oxidative damage theory of aging in the nematode model Caenorhabditis elegans.",10.1016/j.exger.2007.02.004
"Rate of Living Theory",T011539,"Rate of Living Theory (Corrected and Unified Formulation)","Universal relation for life-span energy consumption in living organisms: Insights for the origin of aging.",10.1038/s41598-022-06390-6
"Rate of Living Theory",T011585,"Stress Theory of Ageing","Inherited stress resistance and longevity: a stress theory of ageing.",10.1038/hdy.1995.126
"Rate of Living Theory",T011604,"Stress Theory of Aging","Life span: does the limit to survival depend upon metabolic efficiency under stress?",10.1023/a:1016271005967
"Rate of Living Theory",T011680,"Rate of Living Theory","The impact of experimentally elevated energy expenditure on oxidative stress and lifespan in the short-tailed field vole Microtus agrestis.",10.1098/rspb.2008.0355
"Rate of Living Theory",T011789,"Stress Theory of Ageing","The limit to human longevity: an approach through a stress theory of ageing.",10.1016/0047-6374(96)01710-1
"Rate of Living Theory",T011850,"Rate of Living Theory of Aging","Food consumption and individual lifespan of adults of the blowfly; Calliphora stygia: a test of the 'rate of living' theory of aging.",10.1016/j.exger.2004.08.008
"Rate of Living Theory",T012230,"Stress Theory of Aging","Rapid development and a long life: an association expected under a stress theory of aging.",10.1007/BF01925565
"Rate of Living Theory",T012253,"Rate of Living Theory","Age-specific metabolic rates and mortality rates in the genus Drosophila.",10.1046/j.1474-9728.2002.00009.x
"Rate of Living Theory",T012362,"Rate of Living (ROL) Theory of Aging","Extreme longevity in trees: live slow; die old?",10.1007/s00442-010-1807-x
"Rate of Living Theory",T012513,"Rate-of-living; resource allocation; and extrinsic mortality theories of aging","Amphibians live longer at higher altitudes but not at higher latitudes",10.1111/j.1095-8312.2012.01876.x
"Rate of Living Theory",T012803,"Rate of Living Theory (Metabolic Rate and Aging)","Higher energy expenditure in humans predicts natural mortality.",10.1210/jc.2010-2944
"Rate of Living Theory",T012902,"Rate of Living Theory","Oxidative phosphorylation and aging.",10.1016/j.arr.2006.04.001
"Rate of Living Theory",T013001,"Metabolic Theories of Aging (Rate of Living and Oxidative Damage Theories)","Rejuvenescence and extension of an urochordate life span following a single; acute administration of an anti-oxidant; butylated hydroxytoluene.",10.1016/s0047-6374(02)00002-7
"Rate of Living Theory",T013156,"Rate of Living Theory of Aging","Effects of simulated increased gravity on the rate of aging of rats: implications for the rate of living theory of aging.",10.1016/0167-4943(82)90035-8
"Rate of Living Theory",T013170,"Rate of Living Theory","Energetics and longevity in birds.",10.1007/s11357-008-9054-3
"Rate of Living Theory",T013256,"Rate of Living Theory","Life-span of Drosophila melanogaster in highly oxygenated atmospheres.",10.1016/0047-6374(94)90004-3
"Rate of Living Theory",T013685,"Stress Theory of Aging","Aging: the fitness-stress continuum and genetic variability.",10.1080/03610730290080380
"Rate of Living Theory",T013958,"Rate of Living Theory of Aging","Lipofuscin as a record of "rate of living" in an aquatic poikilotherm.",10.1093/gerona/50a.6.b327
"Rate of Living Theory",T013997,"Rate of Living Theory of Aging","Metabolic rate is not reduced by dietary-restriction or by lowered insulin/IGF-1 signalling and is not correlated with individual lifespan in Drosophila melanogaster.",10.1016/j.exger.2004.04.006
"Rate of Living Theory",T014005,"Rate of Living Theory of Aging","Spontaneous activity level and life span in rotifers: lack of support for the rate of living theory.",10.1159/000213209
"Rate of Living Theory",T014131,"Temperature-Dependent Metabolic Rate Theory of Aging","Being cool: how body temperature influences ageing and longevity.",10.1007/s10522-015-9571-2
"Rate of Living Theory",T014423,"Metabolic Rate-of-Living Theory of Aging","Antioxidants; metabolic rate and aging in Drosophila.",10.1016/0167-4943(82)90016-4
"Rate of Living Theory",T014441,"Rate of Living Theory of Aging","The effect of mild hypothermia (34 degrees C) and mild hyperthermia (39 degrees C) on DNA damage; repair and aging of human diploid fibroblasts.",10.1016/0047-6374(87)90061-3
"Rate of Living Theory",T015799,"Temperature-dependent rate of age-related damage accumulation theory","Temperature affects longevity and age-related locomotor and cognitive decay in the short-lived fish Nothobranchius furzeri.",10.1111/j.1474-9726.2006.00212.x
"Rate of Living Theory",T015804,"Rate-of-Living and Free Radical Theory of Aging Combination","No reduction of energy metabolism in Clk mutants.",10.1016/s0047-6374(02)00085-4
"Redox Regulation Theory",T000041,"Redox stress hypothesis of aging","The redox stress hypothesis of aging.",10.1016/j.freeradbiomed.2011.10.445
"Redox Regulation Theory",T000241,"Redox Stress Hypothesis of Aging","Involvement of redox state in the aging of Drosophila melanogaster.",10.1089/ars.2012.5002
"Redox Regulation Theory",T000307,"Redox Signalling-Dependent Stress Response Theory of Aging","Cross-talk between redox signalling and protein aggregation.",10.1042/BST20190054
"Redox Regulation Theory",T000399,"Redox Homeostasis and Pentose Phosphate Pathway (PPP) Regulation Theory of Aging","Reduced <i>Ribose-5-Phosphate Isomerase A-1</i> Expression in Specific Neurons and Time Points Promotes Longevity in <i>Caenorhabditis elegans</i>.",10.3390/antiox12010124
"Redox Regulation Theory",T001099,"Redox Homeostasis and NADPH-Mediated Antioxidant Defense Theory of Aging","Glucose 6-P Dehydrogenase-An Antioxidant Enzyme with Regulatory Functions in Skeletal Muscle during Exercise.",10.3390/cells11193041
"Redox Regulation Theory",T002560,"Redox Regulation of Sirtuin Expression Theory","Free [NADH]/[NAD(+)] regulates sirtuin expression.",10.1016/j.abb.2011.04.020
"Redox Regulation Theory",T002843,"Redox Dysregulation Theory of Aging","A Quantitative Tissue-Specific Landscape of Protein Redox Regulation during Aging.",10.1016/j.cell.2020.02.012
"Redox Regulation Theory",T003212,"Redox Hypothesis of Oxidative Stress in Aging","Radical-free biology of oxidative stress.",10.1152/ajpcell.00283.2008
"Redox Regulation Theory",T004317,"Redox Stress Hypothesis of Aging","Caloric restriction and the aging process: a critique.",10.1016/j.freeradbiomed.2014.05.015
"Redox Regulation Theory",T006571,"Regulated Reactive Oxygen and Nitrogen Species Signaling Theory of Aging","The essential requirement for superoxide radical and nitric oxide formation for normal physiological function and healthy aging.",10.1016/j.mito.2006.11.009
"Redox Regulation Theory",T014467,"Redox deregulation of cellular polarity as a central aging mechanism","Cellular polarity in aging: role of redox regulation and nutrition.",10.1007/s12263-013-0371-5
"Redox Regulation Theory",T015306,"Redox regulation of Sir2 modulates metabolic control of aging in yeast","Redox control of yeast Sir2 activity is involved in acetic acid resistance and longevity.",10.1016/j.redox.2019.101229
"Redox Regulation Theory",T016347,"Redox regulation of FoxO transcription factors as a mechanism linking oxidative damage to aging","Redox-sensitive cysteines bridge p300/CBP-mediated acetylation and FoxO4 activity.",10.1038/nchembio.194
"Redox Regulation Theory",T016438,"Redox Regulation Theory of Aging and Death","Redox pioneer: Professor Wulf Dröge.",10.1089/ars.2010.3836
"Redox Regulation Theory",T019572,"Redox Modulation Theory of Aging","Redox Modulating Factors Affect Longevity Regulation in Rotifers.",10.1093/gerona/gly193
"Redox Regulation Theory",T020132,"Redox Regulation Theory of Skeletal Muscle Aging","Redox regulation in skeletal muscle during contractile activity and aging.",10.2527/jas.2009-2436
"Redox Regulation Theory",T020398,"Regulated Prooxidant Signaling Theory of Aging","Healthy aging: regulation of the metabolome by cellular redox modulation and prooxidant signaling systems: the essential roles of superoxide anion and hydrogen peroxide.",10.1007/s10522-007-9096-4
"Redox Regulation Theory",T020485,"Redox regulation of autophagy as a modulator of aging","Enhancing autophagy by redox regulation extends lifespan in Drosophila.",10.1038/s41467-025-60603-w
"Redox Regulation Theory",T020786,"Redox Homeostasis and Signaling Theory of Brain Aging","Redox Biology in Neurological Function; Dysfunction; and Aging.",10.1089/ars.2018.7509
"Redox Regulation Theory",T020990,"Redox imbalance theory of aging","Redox imbalance in a model of rat mimicking Hutchinson-Gilford progeria syndrome.",10.1016/j.bbrc.2017.07.095
"Redox Regulation Theory",T021178,"Redox mechanism of ageing","Mechanism of somatic mitochondrial DNA mutations associated with age and diseases.",10.1016/0925-4439(95)00026-z
"Redox Regulation Theory",T021750,"Redox mechanism of aging","Age-related extensive fragmentation of mitochondrial DNA into minicircles.",10.1006/bbrc.1996.1363
"Redox Regulation Theory",T022156,"Redox Signaling Theory of Aging in Skeletal Muscle","Redox signaling in skeletal muscle: role of aging and exercise.",10.1152/advan.00106.2014
"Redox Regulation Theory",T024422,"Redox-sensing thiol control theory of aging","Redox sensing: orthogonal control in cell cycle and apoptosis signalling.",10.1111/j.1365-2796.2010.02268.x
